1.1015,-1.1241,-0.68071,-1.5113,-0.66215,-0.62351,-1.366,-1.322,-0.66356,-0.77999,-0.79191,-0.88107,-0.11283,-1.4574,0.23766,0.79324,-0.63439,-1.6161,1.5352,-0.35534,-1.0726,0.41233,2.1373,1.8813,-0.91682,0.74775,0.12951,1.4852,-1.1225,2.2122,2.2964,-1.0049,-0.98733,1.0076,0.053221,-0.022095,-0.33891,-1.287,-0.55761,-0.59571,0.92861,2.0733,-1.2123,-1.6741,-0.79032,0.072412,0.20604,-0.31156,1.0816,-0.96914,-0.13432,-1.18,-0.11672,0.21809,-1.1784,-1.2514,-1.2953,-0.69227,-1.0943,-0.58454,-0.77954,-0.67325,-0.33778,-0.76821
1.0345,0.14833,0.033453,-1.1459,0.75353,1.6615,-0.89974,-0.49728,-0.090053,0.77654,-1.4132,-1.3634,0.2781,0.67716,0.40834,1.0263,1.2626,-1.0221,1.6464,-0.24449,0.10455,0.039119,0.52475,0.3225,-0.8315,-1.7627,0.58505,-0.02926,-0.94973,0.40183,-0.30217,-1.0803,-0.32224,0.32449,-0.00052756,0.30591,-0.49024,0.036551,-0.32985,0.75074,1.1284,0.60749,-1.0202,-0.68912,-1.2308,-0.07821,0.49991,-0.20226,-0.47136,-0.43675,-0.26508,-1.2179,-0.97765,0.5702,0.21211,-0.16322,-1.0551,-0.87732,0.95403,-0.25924,0.082318,0.52566,0.29956,-0.57208
0.95876,-0.1874,0.32042,-1.0192,1.4568,1.165,-0.44199,-0.080501,0.32413,0.94312,-0.5288,-1.3567,0.27128,-0.783,1.09,0.063219,1.6037,-0.5311,0.42936,-0.042315,0.51633,0.36732,-1.0307,0.71264,-0.52439,0.77389,1.653,-0.051091,-1.0003,0.23986,-0.13689,-0.90651,-0.55131,-0.97294,0.16536,1.9947,0.3765,-0.47749,0.78977,1.9248,1.0917,-0.12836,-0.55308,-1.0747,-1.0293,0.743,1.7004,-1.7564,-0.42936,-1.7446,-1.2886,-1.2105,-1.7287,1.4473,-0.5093,-1.8599,-1.429,1.2612,2.116,1.0309,1.0249,1.2363,1.5633,-0.38402
-0.97227,0.37164,-1.2892,0.63597,-1.3877,-1.5611,1.6208,-0.45664,-1.0836,0.16314,-0.94871,0.64317,-0.11892,-0.39953,1.4626,0.24506,-1.1751,0.38681,-0.46112,-0.90401,0.79552,1.6676,-0.59258,-0.68386,0.38676,-0.85506,0.483,0.027049,-0.2047,-0.70371,0.44739,0.56422,-0.5295,-1.2031,1.7279,-1.3043,-0.7768,1.7734,0.46634,0.99913,-0.50441,-1.1585,1.2356,-0.04215,-0.030545,1.2776,-0.25112,-0.68567,-1.9461,-0.096324,0.60006,0.67693,1.4413,0.80165,0.89097,0.80045,0.55259,0.60857,-0.7303,0.13758,0.71778,-0.44726,1.4514,1.057
-0.84296,-0.91972,0.14685,0.97485,-0.81494,0.0080486,-0.66301,-0.0024494,-1.4019,0.18453,-0.13953,0.12888,-0.94285,-0.41316,0.58325,0.49818,-0.035222,0.47859,0.020712,-0.33157,0.26838,0.87907,0.81898,-0.5745,-0.57104,-0.46655,0.35338,-1.0159,-0.2118,-0.79467,-0.29179,-0.052432,0.077679,0.021224,0.58451,-0.55095,0.54239,1.3343,0.1525,-0.14098,-0.55081,0.10111,0.89641,0.046527,-0.57905,1.4261,-1.0603,0.63318,0.30859,0.066878,-0.029159,0.18098,-0.49362,-0.34419,0.78993,-0.17885,0.46115,1.5765,0.1064,0.18552,0.22608,-0.21478,-0.77463,-0.41452
-1.2419,-1.1073,0.051796,1.2972,1.0224,0.34439,1.1097,1.127,0.53571,1.5992,0.3333,1.5096,2.3395,0.69465,-1.1807,-0.6397,0.53192,0.30184,-0.79035,-0.87336,1.9252,-0.84799,-0.33093,-1.31,2.0912,0.83894,-0.37616,0.36492,1.6676,-1.2837,-1.1072,2.0712,0.32665,-1.4094,-0.17347,0.86518,-0.51035,0.36165,-1.6593,-0.56281,-0.64556,-1.2175,1.2923,0.47286,1.6968,-0.57584,0.71767,-0.479,0.82776,0.73054,-0.25293,0.93031,0.34049,0.072335,1.4517,1.2142,1.3639,-0.994,-0.13743,1.9686,-0.12584,0.60653,0.22561,-1.0744
0.45907,0.62714,-0.56182,-0.034242,-0.089195,-0.16664,0.64247,-1.1422,-0.32747,-1.099,1.2209,0.1685,-0.68085,-0.70454,-0.63029,-1.1253,-1.1704,-0.3169,-0.84963,1.7836,-0.75854,-0.86092,-0.5374,-0.44668,0.88669,1.3018,0.041244,-0.60809,0.16913,-0.15695,-0.89678,0.30815,2.2441,1.4089,0.50984,-1.0725,-0.37412,-0.41594,-0.43583,-0.46834,-1.3112,-0.63673,-1.0244,0.82254,0.32746,-1.4316,-1.224,1.1754,0.66054,0.092619,-0.70346,0.059396,0.61008,0.088841,-0.97365,0.43398,0.17643,-0.78588,-0.47925,-0.32073,1.1543,-0.87094,-1.0305,-0.088516
0.54685,0.18059,-0.328,0.44034,-0.91064,-0.94656,-0.45852,0.74136,1.7066,-0.40621,1.0958,0.32611,-0.99756,0.62311,-1.419,0.97641,-0.59358,1.7929,-0.67196,1.5958,-0.92834,-1.6368,-0.79846,-0.70257,0.19916,0.042999,-1.0525,-1.5424,0.28928,0.24801,-0.3926,-0.33065,0.63082,0.11618,-1.0847,-0.11065,-0.79065,-0.60593,-0.33864,-0.99988,-1.0607,0.25521,0.36521,0.63474,0.55263,-1.1422,-1.1435,1.5104,-0.85819,0.68182,-0.22453,0.26843,1.097,-0.84169,0.55276,0.73468,0.55486,0.5409,-0.78688,-0.78938,-0.20775,-1.557,-1.2262,0.13124
-1.0437,2.0108,2.3072,0.3624,0.63184,0.11885,0.45628,1.6327,1.0001,-1.3814,1.1722,0.8249,-0.035878,1.7627,-0.55183,-1.8374,0.21049,0.52605,-0.85859,-0.62825,-0.85059,-0.01971,-0.19093,0.80115,-0.72005,-0.62103,-1.8165,1.3696,1.3629,-0.16288,0.38365,0.43127,-0.88891,0.70704,-1.7821,-0.10528,2.3622,-0.71961,1.9126,-0.90696,0.92396,0.10399,0.020526,1.5035,1.0831,-0.29127,0.55494,0.11589,0.82652,1.675,2.298,1.4923,-0.17218,-2.0125,-1.2362,0.27014,0.67051,-0.63765,0.051749,-1.3688,-2.0922,1.3947,-0.17091,2.1135
1.6144,0.1918,-1.9979,-0.72328,-0.88484,-1.1553,0.55534,-0.97391,-0.52739,-1.2263,-1.8989,-1.4315,-0.47221,-1.9239,-1.9586,0.86894,0.2081,-0.073241,1.5356,1.7349,2.1052,0.23643,1.1391,2.1306,0.05409,-1.9517,-1.3681,-0.20211,0.88313,1.3948,0.18317,-0.5129,0.31653,2.5032,-1.6101,-0.28139,1.4117,-0.83653,-0.43967,-1.8744,1.9519,1.982,0.53861,-1.0725,1.1011,-0.22394,1.1924,0.3851,-1.0247,-0.5476,-1.2716,-2.0571,1.7752,0.43012,-1.1119,-1.154,-0.80481,-0.032992,1.364,-2.0919,-1.3263,-0.12202,-0.8063,0.4735
