2.0425532;0.68085104;5.787234;9.531915;0.0;2.0425532;0.68085104;0.34042552;6.808511;6.808511;3.744681;4.7659574;3.06383;11.574468;2.7234042;2.0425532;7.489362;14.297873;1.0212766;6.12766;9.191489;0.34042552;6.4680853;7.1489363;0.0;8.510638;7.489362;10.212766;5.787234;1.3617021;11.574468;0.34042552
3.0050762;11.208122;15.675127;18.111675;0.0;0.40609136;0.0;3.4923859;0.0;7.6345177;0.08121827;7.6345177;10.071066;0.0;8.527919;0.56852794;0.3248731;1.3807106;0.0;15.593908;5.928934;0.40609136;13.401015;0.24365482;1.3807106;19.979696;2.0304568;0.0;12.751269;0.16243654;0.0;0.0
0.6233766;0.0;2.4935064;9.558441;1.2467532;2.7012987;1.038961;2.077922;12.675324;1.8701298;2.077922;8.727273;0.20779221;7.064935;0.83116883;13.298701;9.974026;13.090909;1.2467532;3.3246753;10.181818;2.7012987;5.818182;5.6103897;0.0;5.194805;9.766233;15.376623;3.3246753;4.3636365;3.5324676;0.0
7.9012346;15.407408;10.864198;5.728395;0.9876543;0.0;0.9876543;2.5679011;0.0;11.45679;1.7777778;0.0;16.19753;0.0;19.555555;0.0;0.0;0.0;1.3827161;9.876543;4.54321;0.0;15.209877;0.0;0.79012346;19.753086;3.5555556;0.0;9.283951;0.19753087;0.0;1.9753087
1.9692308;5.415385;0.0;7.3846154;0.0;0.0;0.0;0.0;0.0;32.0;0.0;23.138462;28.061539;0.0;5.9076924;0.0;0.0;5.9076924;0.0;0.0;13.7846155;6.4;28.061539;0.0;0.0;1.9692308;0.0;0.0;0.0;0.0;0.0;0.0
2.4615386;9.622377;7.160839;8.27972;2.909091;0.22377622;3.3566434;2.6853147;0.0;13.8741255;3.5804195;8.951049;15.440559;0.0;11.86014;0.22377622;0.44755244;2.909091;3.5804195;6.713287;5.818182;0.0;19.916084;0.0;0.0;14.769231;2.4615386;0.8951049;9.398602;1.1188811;0.0;1.3426573
8.133333;24.8;4.266667;4.6666665;0.0;0.0;0.13333334;2.8;0.0;16.666666;0.0;0.26666668;25.066668;0.0;27.466667;0.0;0.0;0.0;0.0;3.4666667;1.3333334;0.0;17.6;0.0;0.4;18.8;0.26666668;0.0;3.2;0.0;0.0;0.6666667
6.237288;11.932203;11.118644;10.847458;0.0;3.5254238;0.0;8.949153;0.0;11.661017;0.0;8.135593;11.118644;0.0;15.457627;0.0;0.0;0.0;0.27118644;10.576271;0.5423729;0.5423729;11.932203;0.0;2.9830508;21.423729;3.2542372;0.0;8.135593;0.8135593;0.0;0.5423729
9.6;3.2;12.061539;22.4;2.2153847;0.0;2.9538462;0.0;0.0;7.3846154;3.6923077;1.9692308;2.7076924;0.0;6.646154;2.4615386;0.73846155;0.9846154;2.7076924;11.815385;12.553846;0.0;14.030769;1.2307693;0.0;15.753846;7.6307693;0.4923077;13.046154;1.4769231;0.0;0.24615385
7.073684;2.5263157;8.926316;17.68421;0.67368424;0.33684212;0.84210527;3.031579;0.0;8.08421;1.8526316;8.421053;10.778948;0.0;9.263158;0.67368424;0.84210527;2.694737;0.84210527;8.926316;9.431579;1.0105263;19.536842;0.84210527;0.50526315;19.536842;5.389474;0.0;8.589474;1.6842105;0.0;0.0
6.2222223;2.6666667;3.7777777;15.555555;0.0;10.888889;0.0;8.444445;0.0;14.0;0.0;22.222221;4.2222223;0.0;4.6666665;0.6666667;7.7777777;2.0;0.0;4.0;4.4444447;0.0;15.777778;0.6666667;0.0;14.888889;13.555555;0.0;3.5555556;0.0;0.0;0.0
11.582822;11.779141;3.7300613;11.190184;0.0;2.3558283;0.0;1.7668712;0.0;21.79141;0.0;1.9631902;12.564417;0.0;20.02454;0.0;0.9815951;0.0;0.0;3.7300613;1.5705521;0.0;15.312883;0.9815951;3.5337424;21.595093;7.852761;0.0;2.3558283;2.9447854;0.0;0.39263803
6.6153846;20.461538;4.1538463;2.7692308;0.0;0.0;0.0;3.8461537;0.0;11.230769;0.0;0.9230769;22.615385;0.0;26.0;0.0;0.0;0.0;0.0;4.0;5.8461537;0.0;25.538462;0.0;0.30769232;21.076923;0.9230769;0.0;3.2307692;0.0;0.0;0.46153846
5.5384617;2.871795;6.5641026;9.641026;0.0;1.2307693;0.0;13.128205;0.0;17.23077;0.61538464;15.179487;13.538462;0.0;9.435898;0.0;3.6923077;0.0;1.0256411;6.1538463;2.4615386;0.0;6.974359;0.0;0.41025642;22.358974;13.948718;0.0;5.948718;1.0256411;0.0;1.0256411
1.5609756;0.0;9.365853;8.97561;1.9512196;0.7804878;0.7804878;0.0;12.487804;0.7804878;6.243902;8.97561;0.0;6.634146;0.0;8.585366;6.243902;17.95122;3.902439;7.804878;10.536586;0.0;3.902439;1.1707317;0.0;3.902439;1.5609756;19.90244;8.97561;1.1707317;5.8536587;0.0
2.9473684;0.6315789;7.5789475;14.736842;0.0;4.0;0.0;3.368421;0.42105263;6.5263157;1.8947369;17.473684;1.8947369;1.2631578;1.6842105;2.1052632;10.736842;10.526316;1.0526316;7.5789475;11.157895;1.6842105;13.473684;2.9473684;0.21052632;10.526316;9.473684;4.4210525;6.736842;0.0;2.9473684;0.0
4.637681;4.637681;16.695652;13.913043;0.0;0.0;0.0;2.3188405;0.0;4.637681;0.0;0.0;9.73913;0.92753625;10.666667;0.0;0.0;0.46376812;0.0;16.695652;5.5652175;3.2463768;14.376812;1.8550725;0.0;25.507246;2.3188405;1.3913044;16.695652;0.0;0.92753625;2.7826087
